"","ID","IND_ID","Ydisplace","Yrecap","Sec_cap","Sec_recap","St_Size","End_Size","Period","Interval","St_Date","St_Month","St_Year","End_Date","End_Month","End_Year","species","Stream","flow50","Q90","Q95","Q99","Q_sigma","Temp","UL","DL"
"2601",1279,"a0900067000080033  ",NA,0,9,NA,66,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2602",1287,"a0900067000080043  ",14,1,12,26,55,70,3,51,16945,5,2016,16996,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,500
"2603",1289,"a0900067000080045  ",NA,0,4,NA,65,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2604",1310,"a0900067000080090  ",NA,0,10,NA,64,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2605",1340,"a0900067000080152  ",NA,0,9,NA,69,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2606",1342,"a0900067000080157  ",NA,0,23,NA,139,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2607",1353,"a0900067000080179  ",-1,1,14,13,87,89,3,49,16945,5,2016,16994,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,260,240
"2608",1363,"a0900067000080188  ",NA,0,3,NA,69,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2609",1379,"a0900067000080205  ",NA,0,7,NA,75,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2610",1383,"a0900067000080210  ",NA,0,13,NA,62,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2611",1392,"a0900067000080223  ",NA,0,12,NA,69,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2612",1401,"a0900067000080237  ",NA,0,12,NA,55,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2613",1409,"a0900067000080259  ",NA,0,11,NA,70,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2614",1412,"a0900067000080262  ",16,1,10,26,75,78,3,51,16945,5,2016,16996,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,500
"2615",1420,"a0900067000080273  ",NA,0,13,NA,72,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2616",1432,"a0900067000080288  ",NA,0,5,NA,66,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2617",1434,"a0900067000080290  ",NA,0,5,NA,78,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2618",1435,"a0900067000080295  ",1,1,24,25,75,77,3,48,16948,5,2016,16996,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,500,480
"2619",1444,"a0900067000080314  ",NA,0,9,NA,71,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2620",1455,"a0900067000080328  ",NA,0,11,NA,61,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2621",1457,"a0900067000080333  ",NA,0,9,NA,93,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2622",1460,"a0900067000080339  ",NA,0,11,NA,87,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2623",1472,"a0900067000080360  ",NA,0,16,NA,61,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2624",1478,"a0900067000080368  ",9,1,13,22,72,68,3,51,16945,5,2016,16996,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,440,420
"2625",1480,"a0900067000080369  ",NA,0,10,NA,75,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2626",1482,"a0900067000080373  ",NA,0,13,NA,61,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2627",1493,"a0900067000080395  ",NA,0,12,NA,57,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2628",1499,"a0900067000080402  ",NA,0,19,NA,59,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2629",1506,"a0900067000080415  ",NA,0,11,NA,64,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2630",1514,"a0900067000080424  ",NA,0,11,NA,65,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2631",1515,"a0900067000080425  ",NA,0,13,NA,75,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2632",1528,"a0900067000080446  ",NA,0,10,NA,63,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2633",1533,"a0900067000080452  ",0,1,23,23,75,83,3,48,16948,5,2016,16996,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,460,440
"2634",1534,"a0900067000080453  ",0,1,14,14,67,70,3,49,16945,5,2016,16994,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,280,260
"2635",1535,"a0900067000080458  ",1,1,9,10,70,77,3,48,16945,5,2016,16993,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,200,180
"2636",1537,"a0900067000080459  ",NA,0,10,NA,71,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2637",1556,"a0900067000080480  ",NA,0,10,NA,66,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2638",1561,"a0900067000080486  ",NA,0,15,NA,65,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2639",1571,"a0900067000080502  ",NA,0,23,NA,60,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2640",1576,"a0900067000080515  ",NA,0,22,NA,75,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2641",1586,"a0900067000080543  ",16,1,10,26,65,68,3,51,16945,5,2016,16996,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,500
"2642",1589,"a0900067000080559  ",NA,0,23,NA,63,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2643",1591,"a0900067000080568  ",0,1,22,22,65,68,3,48,16948,5,2016,16996,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,440,420
"2644",1596,"a0900067000080585  ",NA,0,23,NA,72,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2645",1597,"a0900067000080588  ",NA,0,18,NA,60,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2646",1606,"a0900067000080631  ",NA,0,23,NA,66,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2647",1608,"a0900067000080651  ",NA,0,18,NA,91,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2648",1615,"a0900067000080683  ",NA,0,19,NA,62,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2649",1618,"a0900067000080690  ",NA,0,20,NA,58,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2650",1639,"a0900067000080772  ",-1,1,19,18,61,63,3,46,16948,5,2016,16994,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,360,340
"2651",1664,"a0900067000080858  ",NA,0,15,NA,69,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2652",1668,"a0900067000080877  ",NA,0,18,NA,67,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2653",1670,"a0900067000080889  ",NA,0,18,NA,55,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2654",1672,"a0900067000080892  ",NA,0,20,NA,72,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2655",1688,"a0900067000080937  ",NA,0,17,NA,92,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2656",1690,"a0900067000080943  ",NA,0,26,NA,63,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2657",1702,"a0900067000080991  ",NA,0,22,NA,56,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2658",1705,"a0900067000080997  ",NA,0,20,NA,72,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2659",1715,"a0900067000084810  ",NA,0,10,NA,70,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2660",1717,"a0900067000084889  ",NA,0,15,NA,61,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2661",1721,"a0900067000085008  ",NA,0,13,NA,70,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2662",1722,"a0900067000085015  ",0,1,10,10,65,63,3,48,16945,5,2016,16993,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,200,180
"2663",1738,"a0900067000085088  ",NA,0,10,NA,79,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2664",1739,"a0900067000085098  ",NA,0,13,NA,70,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2665",1743,"a0900067000085104  ",NA,0,8,NA,75,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2666",1756,"a0900067000085198  ",NA,0,13,NA,67,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2667",1757,"a0900067000085218  ",NA,0,10,NA,97,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2668",1758,"a0900067000085222  ",NA,0,11,NA,73,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2669",1763,"a0900067000085233  ",-1,1,9,8,81,85,3,48,16945,5,2016,16993,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,160,140
"2670",1781,"a0900067000085334  ",0,1,11,11,102,109,3,48,16945,5,2016,16993,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,220,200
"2671",1786,"a0900067000085347  ",NA,0,13,NA,60,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2672",1789,"a0900067000085355  ",NA,0,13,NA,75,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2673",1796,"a0900067000085403  ",NA,0,9,NA,95,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2674",2724,"a0982000403059842  ",NA,0,17,NA,69,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2675",2726,"a0982000403059932  ",1,1,17,18,87,104,3,49,16945,5,2016,16994,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,360,340
"2676",2728,"a0982000403060141  ",2,1,4,6,115,110,3,47,16946,5,2016,16993,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,120,100
"2677",2732,"a0982000403060147  ",NA,0,4,NA,73,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2678",2738,"a0982000403060161  ",NA,0,5,NA,75,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2679",2744,"a0982000403060167  ",NA,0,6,NA,84,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2680",2750,"a0982000403060180  ",NA,0,3,NA,79,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2681",2754,"a0982000403060191  ",NA,0,5,NA,81,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2682",2757,"a0982000403060194  ",NA,0,5,NA,74,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2683",2770,"a0982000403060225  ",NA,0,4,NA,74,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2684",2776,"a0982000403060240  ",NA,0,5,NA,100,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2685",2782,"a0982000403060262  ",NA,0,23,NA,68,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2686",2786,"a0982000403060270  ",NA,0,15,NA,68,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2687",2789,"a0982000403060276  ",NA,0,7,NA,109,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2688",2796,"a0982000403060286  ",NA,0,16,NA,67,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2689",2808,"a0982000403060324  ",NA,0,23,NA,89,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2690",2811,"a0982000403060332  ",NA,0,15,NA,100,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2691",2812,"a0982000403060334  ",5,1,9,14,92,106,3,49,16945,5,2016,16994,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,280,260
"2692",2818,"a0982000403060346  ",NA,0,4,NA,75,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2693",2823,"a0982000403060353  ",NA,0,4,NA,77,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2694",2830,"a0982000403060367  ",5,1,9,14,74,80,3,49,16945,5,2016,16994,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,280,260
"2695",2831,"a0982000403060368  ",NA,0,5,NA,64,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2696",2836,"a0982000403060373  ",NA,0,6,NA,111,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2697",2838,"a0982000403060374  ",NA,0,4,NA,108,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2698",2839,"a0982000403060375  ",NA,0,6,NA,68,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2699",2848,"a0982000403060397  ",NA,0,6,NA,124,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2700",2850,"a0982000403060399  ",NA,0,7,NA,70,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2701",2853,"a0982000403060408  ",NA,0,4,NA,65,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2702",2860,"a0982000403060419  ",NA,0,4,NA,77,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2703",2863,"a0982000403060423  ",NA,0,5,NA,61,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2704",2866,"a0982000403060428  ",NA,0,5,NA,92,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2705",2872,"a0982000403060438  ",NA,0,7,NA,111,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2706",2873,"a0982000403060441  ",NA,0,7,NA,64,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2707",2877,"a0982000403060544  ",NA,0,20,NA,72,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2708",2879,"a0982000403060546  ",NA,0,7,NA,66,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2709",2880,"a0982000403060547  ",0,1,19,19,64,65,3,46,16948,5,2016,16994,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,380,360
"2710",2888,"a0982000403060569  ",-1,1,22,21,74,75,3,48,16948,5,2016,16996,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,420,400
"2711",2898,"a0982000403060579  ",NA,0,19,NA,65,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2712",2901,"a0982000403060584  ",NA,0,7,NA,70,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2713",2907,"a0982000403060604  ",NA,0,18,NA,95,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2714",2909,"a0982000403060605  ",NA,0,18,NA,75,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2715",2910,"a0982000403060606  ",NA,0,18,NA,81,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2716",2912,"a0982000403060608  ",NA,0,20,NA,78,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2717",2913,"a0982000403060610  ",NA,0,17,NA,60,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2718",2919,"a0982000403060618  ",3,1,20,23,70,75,3,50,16946,5,2016,16996,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,460,440
"2719",2921,"a0982000403060620  ",NA,0,17,NA,102,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2720",2927,"a0982000403060636  ",6,1,20,26,75,79,3,50,16946,5,2016,16996,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,500
"2721",2998,"a0982000407050088  ",NA,0,22,NA,70,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2722",3002,"a0982000407050104  ",NA,0,20,NA,91,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2723",3009,"a0982000407050126  ",0,1,22,22,55,59,3,48,16948,5,2016,16996,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,440,420
"2724",3019,"a0982000407050172  ",NA,0,16,NA,75,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2725",3037,"a0982000407050191  ",NA,0,15,NA,74,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2726",3039,"a0982000407050193  ",NA,0,13,NA,60,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2727",3044,"a0982000407050198  ",-1,1,14,13,62,69,3,49,16945,5,2016,16994,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,260,240
"2728",3053,"a0982000407050209  ",NA,0,13,NA,65,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2729",3077,"a0982000407050237  ",0,1,11,11,66,70,3,48,16945,5,2016,16993,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,220,200
"2730",3085,"a0982000407050244  ",NA,0,16,NA,63,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2731",3093,"a0982000407050253  ",NA,0,17,NA,62,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2732",3097,"a0982000407050256  ",NA,0,11,NA,127,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2733",3103,"a0982000407050260  ",NA,0,12,NA,63,NA,3,NA,16945,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2734",3121,"a0982000407050279  ",NA,0,5,NA,105,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2735",3123,"a0982000407050284  ",NA,0,6,NA,67,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2736",3124,"a0982000407050286  ",NA,0,4,NA,110,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2737",3130,"a0982000407050298  ",NA,0,4,NA,103,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2738",3131,"a0982000407050300  ",NA,0,5,NA,96,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2739",3138,"a0982000407050319  ",NA,0,6,NA,90,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2740",3145,"a0982000407050327  ",NA,0,4,NA,69,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2741",3147,"a0982000407050331  ",NA,0,4,NA,55,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2742",3152,"a0982000407050345  ",NA,0,4,NA,80,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2743",3154,"a0982000407050356  ",NA,0,7,NA,71,NA,3,NA,16946,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"2744",3312,"a0982000407050878  ",0,1,9,9,104,104,3,48,16945,5,2016,16993,7,2016,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,180,160
"2745",3314,"a0982000407050880  ",NA,0,22,NA,66,NA,3,NA,16948,5,2016,NA,NA,NA,"BHC","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
