"","tag_id","occasion","species","stream","weight_1","length_1","section_1","julian_1","weight_2","length_2","section_2","julian_2","occasion_2"
"2342","a0900043000135866",11,"STJ","Indian",1.3,60,19,17419,NA,NA,NA,NA,NA
"2343","a0900043000135703",11,"STJ","Indian",2.6,68,19,17419,NA,NA,NA,NA,NA
"2344","a0982000407069688",11,"CRC","Indian",28.6,146,20,17419,NA,NA,NA,NA,NA
"2345","a0982000407050945",11,"CRC","Indian",38.8,150,20,17419,NA,NA,NA,NA,NA
"2346","a0900067000122172",11,"CRC","Indian",19.4,125,20,17419,NA,NA,NA,NA,NA
"2347","a0982000407063582",11,"CRC","Indian",18,124,20,17419,23,132,23,17475,12
"2348","a0900043000135164",11,"CRC","Indian",6.6,87,20,17419,NA,NA,NA,NA,NA
"2349","a0900043000135031",11,"BHC","Indian",4.8,81,20,17419,4.8,82,20,17475,12
"2350","a0900067000122110",11,"CRC","Indian",22.5,130,20,17419,22.5,130,19,17473,12
"2351","a0900043000135149",11,"CRC","Indian",7,88,20,17419,NA,NA,NA,NA,NA
"2352","a0982000407063553",11,"CRC","Indian",10.9,100,20,17419,NA,NA,NA,NA,NA
"2353","a0900043000135095",11,"CRC","Indian",12.6,110,20,17419,NA,NA,NA,NA,NA
"2354","a0900067000077439",11,"CRC","Indian",14.3,111,20,17419,15.2,115,20,17475,12
"2355","a0900043000135174",11,"CRC","Indian",9.6,95,20,17419,10,100,24,17475,12
"2356","a0982000407063609",11,"CRC","Indian",12.2,108,20,17419,NA,NA,NA,NA,NA
"2357","a0982000407063564",11,"CRC","Indian",12,101,20,17419,NA,NA,NA,NA,NA
"2358","a0900067000125195",11,"BHC","Indian",6.9,85,20,17419,NA,NA,NA,NA,NA
"2359","a0900043000135859",11,"STJ","Indian",35,156,20,17419,NA,NA,NA,NA,NA
"2360","a0900043000135651",11,"BHC","Indian",7.3,90,20,17419,NA,NA,NA,NA,NA
"2361","a0900043000135871",11,"BHC","Indian",3,70,20,17419,4,77,20,17475,12
"2362","a0900043000135907",11,"CRC","Indian",6.3,86,20,17419,7.7,94,21,17475,12
"2363","a0900043000135602",11,"CRC","Indian",10,95,20,17419,NA,NA,NA,NA,NA
"2364","a0982000407063204",11,"CRC","Indian",11.2,100,20,17419,NA,NA,NA,NA,NA
"2365","a0900043000135393",11,"CRC","Indian",20.3,122,20,17419,NA,NA,NA,NA,NA
"2366","a0900067000125190",11,"BHC","Indian",4.6,75,20,17419,NA,NA,NA,NA,NA
"2367","a0900043000135194",11,"CRC","Indian",5.8,77,21,17419,6.6,86,24,17475,12
"2368","a0900067000122087",11,"BHC","Indian",11.3,104,21,17419,NA,NA,NA,NA,NA
"2369","a0900043000135284",11,"CRC","Indian",13.3,105,21,17419,14.6,115,31,17475,12
"2370","a0900067000125280",11,"BHC","Indian",8.1,93,21,17419,NA,NA,NA,NA,NA
"2371","a0900043000135268",11,"BHC","Indian",6.1,87,21,17419,NA,NA,NA,NA,NA
"2372","a0900043000135870",11,"CRC","Indian",6.6,87,21,17419,7.7,94,21,17475,12
"2373","a0900043000135573",11,"CRC","Indian",5.3,80,21,17419,NA,NA,NA,NA,NA
"2374","a0982000407063194",11,"CRC","Indian",9.6,95,21,17419,10.4,100,21,17475,12
"2375","a0900067000125827",11,"CRC","Indian",16.5,120,21,17419,NA,NA,NA,NA,NA
"2376","a0900043000135628",11,"CRC","Indian",3.9,74,21,17419,NA,NA,NA,NA,NA
"2377","a0982000407050862",11,"BHC","Indian",25.8,139,22,17419,NA,NA,NA,NA,NA
"2378","a0900067000125248",11,"CRC","Indian",31.1,133,22,17419,NA,NA,NA,NA,NA
"2379","a0982000407050157",11,"BHC","Indian",13.6,114,22,17419,13.1,116,22,17475,12
"2380","a0900067000122153",11,"CRC","Indian",13.5,107,22,17419,NA,NA,NA,NA,NA
"2381","a0900067000125004",11,"STJ","Indian",3.6,72,22,17419,NA,NA,NA,NA,NA
"2382","a0900043000135265",11,"STJ","Indian",1.9,62,22,17419,NA,NA,NA,NA,NA
"2383","a0900043000135677",11,"CRC","Indian",3.6,71,22,17419,NA,NA,NA,NA,NA
"2384","a0900043000135634",11,"BHC","Indian",5.1,78,22,17419,5.5,86,22,17475,12
"2385","a0900043000135923",11,"BHC","Indian",9.1,98,22,17419,10.6,105,22,17475,12
"2386","a0900043000135970",11,"CRC","Indian",5.4,77,22,17419,NA,NA,NA,NA,NA
"2387","a0900067000080320",11,"CRC","Indian",23.6,130,22,17419,NA,NA,NA,NA,NA
"2388","a0900067000125234",11,"STJ","Indian",13.5,120,23,17419,15.9,126,24,17475,12
"2389","a0900043000135895",11,"BHC","Indian",1.7,59,23,17419,NA,NA,NA,NA,NA
"2390","a0900043000135962",11,"CRC","Indian",1.9,55,23,17419,NA,NA,NA,NA,NA
"2391","a0982000407063618",11,"CRC","Indian",38.7,155,23,17419,41.7,158,28,17475,12
"2392","a0900043000135872",11,"CRC","Indian",2.5,65,23,17419,NA,NA,NA,NA,NA
"2393","a0900043000135394",11,"CRC","Indian",11.6,103,24,17419,NA,NA,NA,NA,NA
"2394","a0900043000135204",11,"CRC","Indian",6.7,83,24,17419,NA,NA,NA,NA,NA
"2395","a0900067000125055",11,"BHC","Indian",3.6,74,24,17419,3.9,78,24,17475,12
"2396","a0900043000135105",11,"BHC","Indian",5.5,86,24,17419,NA,NA,NA,NA,NA
"2397","a0900043000135569",11,"BHC","Indian",3,68,24,17419,NA,NA,NA,NA,NA
"2398","a0900043000135606",11,"STJ","Indian",2.9,69,24,17419,NA,NA,NA,NA,NA
"2399","a0900043000135612",11,"BHC","Indian",2.2,61,24,17419,NA,NA,NA,NA,NA
"2400","a0900043000135619",11,"STJ","Indian",3.1,71,24,17419,NA,NA,NA,NA,NA
"2401","a0900043000135022",11,"CRC","Indian",10.4,98,25,17419,12,105,26,17475,12
"2402","a0900043000135357",11,"BHC","Indian",3.3,67,25,17419,NA,NA,NA,NA,NA
"2403","a0900043000135446",11,"BHC","Indian",5.7,82,25,17419,NA,NA,NA,NA,NA
"2404","a0900043000135680",11,"CRC","Indian",2.7,64,25,17419,NA,NA,NA,NA,NA
"2405","a0900043000135613",11,"CRC","Indian",2.3,62,25,17419,NA,NA,NA,NA,NA
"2406","a0900043000135925",11,"CRC","Indian",2.5,65,25,17419,NA,NA,NA,NA,NA
"2407","a0900043000135898",11,"CRC","Indian",1.7,55,25,17419,NA,NA,NA,NA,NA
"2408","a0900043000135687",11,"CRC","Indian",1.7,54,25,17419,2.4,60,20,17475,12
"2409","a0900067000125186",11,"CRC","Indian",15.3,112,26,17419,15.7,117,32,17475,12
"2410","a0900067000125185",11,"BHC","Indian",4.9,76,26,17419,NA,NA,NA,NA,NA
"2411","a0900067000077400",11,"BHC","Indian",10.8,105,26,17419,11.6,105,24,17475,12
"2412","a0900043000135138",11,"CRC","Indian",8.3,93,26,17419,8.9,96,26,17475,12
"2413","a0900067000125872",11,"STJ","Indian",4.4,79,26,17419,NA,NA,NA,NA,NA
"2414","a0900067000121969",11,"CRC","Indian",13.3,108,26,17419,NA,NA,NA,NA,NA
"2415","a0900043000135699",11,"CRC","Indian",9.2,96,26,17419,10.1,100,24,17475,12
"2416","a0900043000135654",11,"BHC","Indian",6.1,89,26,17419,6.8,90,26,17475,12
"2417","a0900043000135755",11,"CRC","Indian",4.1,76,26,17419,NA,NA,NA,NA,NA
"2418","a0900043000135869",11,"STJ","Indian",2.7,66,26,17419,NA,NA,NA,NA,NA
"2419","a0900043000135709",11,"CRC","Indian",2.2,62,26,17419,NA,NA,NA,NA,NA
"2420","a0900043000135804",11,"CRC","Indian",2.8,64,26,17419,2.6,69,25,17475,12
"2421","a0900043000135091",11,"BHC","Indian",10,100,26,17419,NA,NA,NA,NA,NA
"2422","a0900043000135528",11,"BHC","Indian",5.3,87,26,17419,NA,NA,NA,NA,NA
"2423","a0900043000135972",11,"STJ","Indian",5.7,85,26,17419,NA,NA,NA,NA,NA
"2424","a0900043000135570",11,"BHC","Indian",2.8,62,26,17419,NA,NA,NA,NA,NA
"2425","a0900043000135939",11,"BHC","Indian",1.7,51,27,17419,NA,NA,NA,NA,NA
"2426","a0900067000077402",11,"CRC","Indian",27.3,127,27,17419,23.1,128,27,17475,12
"2427","a0989001003769581",11,"CRC","Indian",35,150,28,17422,NA,NA,NA,NA,NA
"2428","a0900067000122116",11,"CRC","Indian",12.6,105,28,17422,NA,NA,NA,NA,NA
"2429","a0900067000122128",11,"CRC","Indian",14.2,109,28,17422,NA,NA,NA,NA,NA
"2430","a0900067000121890",11,"CRC","Indian",20,120,28,17422,20.8,125,28,17475,12
"2431","a0982000407050098",11,"BHC","Indian",19.5,119,28,17422,23,132,28,17475,12
"2432","a0900067000125003",11,"STJ","Indian",33,155,28,17422,NA,NA,NA,NA,NA
"2433","a0982000407050114",11,"CRC","Indian",35,149,28,17422,NA,NA,NA,NA,NA
"2434","a0900067000116681",11,"CRC","Indian",9.5,97,29,17422,NA,NA,NA,NA,NA
"2435","a0900043000135399",11,"STJ","Indian",1.9,60,29,17422,2.1,61,29,17475,12
"2436","a0900067000121980",11,"CRC","Indian",7.8,89,29,17422,9,98,33,17475,12
"2437","a0900043000135217",11,"CRC","Indian",4.1,77,29,17422,4.1,78,30,17475,12
"2438","a0982000407063624",11,"BHC","Indian",7.5,92,29,17422,NA,NA,NA,NA,NA
"2439","a0900067000125863",11,"BHC","Indian",9,95,29,17422,9.1,98,30,17475,12
"2440","a0900043000135170",11,"CRC","Indian",5.1,80,29,17422,NA,NA,NA,NA,NA
"2441","a0900067000121953",11,"BHC","Indian",8.5,91,29,17422,10.6,103,27,17475,12
"2442","a0900067000121824",11,"CRC","Indian",6.2,83,29,17422,NA,NA,NA,NA,NA
"2443","a0982000407063583",11,"CRC","Indian",11.7,104,29,17422,NA,NA,NA,NA,NA
"2444","a0900043000135163",11,"CRC","Indian",3.5,71,29,17422,NA,NA,NA,NA,NA
"2445","a0900043000135989",11,"STJ","Indian",2.3,64,29,17422,NA,NA,NA,NA,NA
"2446","a0900043000135799",11,"BHC","Indian",4.4,74,29,17422,NA,NA,NA,NA,NA
"2447","a0900043000135809",11,"CRC","Indian",4.3,74,29,17422,NA,NA,NA,NA,NA
"2448","a0900043000135741",11,"CRC","Indian",3.1,68,29,17422,NA,NA,NA,NA,NA
"2449","a0900043000135738",11,"CRC","Indian",8.6,96,29,17422,7.3,95,32,17475,12
"2450","a0900043000135766",11,"CRC","Indian",2.3,61,29,17422,NA,NA,NA,NA,NA
"2451","a0900043000135737",11,"CRC","Indian",3.4,71,29,17422,NA,NA,NA,NA,NA
"2452","a0900067000122154",11,"BHC","Indian",8.3,97,29,17422,NA,NA,NA,NA,NA
"2453","a0900043000135901",11,"CRC","Indian",7.7,90,29,17422,NA,NA,NA,NA,NA
"2454","a0900043000135659",11,"STJ","Indian",1.7,57,29,17422,NA,NA,NA,NA,NA
"2455","a0900043000135913",11,"CRC","Indian",2.5,62,29,17422,NA,NA,NA,NA,NA
"2456","a0900043000135552",11,"CRC","Indian",3.6,67,29,17422,3.8,72,30,17475,12
"2457","a0900067000121902",11,"BHC","Indian",12.3,108,30,17422,NA,NA,NA,NA,NA
"2458","a0900043000135241",11,"BHC","Indian",7.7,87,30,17422,9.2,96,26,17475,12
"2459","a0900067000116710",11,"BHC","Indian",6.2,82,30,17422,6.7,89,31,17475,12
"2460","a0900043000135943",11,"CRC","Indian",8.6,89,30,17422,NA,NA,NA,NA,NA
"2461","a0900043000135887",11,"BHC","Indian",4.2,74,30,17422,5,82,30,17475,12
"2462","a0900043000135700",11,"CRC","Indian",4.1,72,30,17422,4.1,77,32,17475,12
"2463","a0900043000135706",11,"CRC","Indian",1.6,55,30,17422,NA,NA,NA,NA,NA
"2464","a0900067000125350",11,"CRC","Indian",9.1,94,30,17422,8.7,97,26,17475,12
"2465","a0900067000125193",11,"BHC","Indian",4.7,79,30,17422,NA,NA,NA,NA,NA
"2466","a0900043000135475",11,"CRC","Indian",4.9,77,30,17422,NA,NA,NA,NA,NA
"2467","a0900043000135342",11,"BHC","Indian",4.8,74,30,17422,NA,NA,NA,NA,NA
"2468","a0900043000135805",11,"STJ","Indian",2.9,69,30,17422,NA,NA,NA,NA,NA
"2469","a0900043000135564",11,"BHC","Indian",1.4,55,30,17422,NA,NA,NA,NA,NA
"2470","a0900043000135695",11,"STJ","Indian",2.2,61,30,17422,NA,NA,NA,NA,NA
"2471","a0900043000135617",11,"CRC","Indian",4.5,76,30,17422,NA,NA,NA,NA,NA
"2472","a0982000407050569",11,"CRC","Indian",27.5,140,31,17422,NA,NA,NA,NA,NA
"2473","a0982000407050528",11,"CRC","Indian",19.8,125,31,17422,NA,NA,NA,NA,NA
"2474","a0900067000116768",11,"CRC","Indian",32,148,31,17422,NA,NA,NA,NA,NA
"2475","a0900067000121908",11,"CRC","Indian",26.7,129,31,17422,NA,NA,NA,NA,NA
"2476","a0900067000122174",11,"CRC","Indian",14.7,113,31,17422,NA,NA,NA,NA,NA
"2477","a0900067000121831",11,"BHC","Indian",29.9,135,31,17422,27.2,138,32,17475,12
"2478","a0982000403060058",11,"BHC","Indian",16.6,118,31,17422,NA,NA,NA,NA,NA
"2479","a0900067000121796",11,"CRC","Indian",17.2,113,31,17422,NA,NA,NA,NA,NA
"2480","a0900067000125366",11,"CRC","Indian",9.1,96,31,17422,NA,NA,NA,NA,NA
"2481","a0900067000122531",11,"CRC","Indian",11.1,103,31,17422,NA,NA,NA,NA,NA
"2482","a0900067000125860",11,"CRC","Indian",4.5,76,31,17422,NA,NA,NA,NA,NA
"2483","a0900067000125263",11,"BHC","Indian",10.6,104,31,17422,NA,NA,NA,NA,NA
"2484","a0900067000125212",11,"CRC","Indian",13.4,107,31,17422,18.1,116,27,17475,12
"2485","a0900067000116736",11,"CRC","Indian",10.1,100,31,17422,12.3,108,28,17475,12
"2486","a0900043000135087",11,"CRC","Indian",2.8,67,31,17422,NA,NA,NA,NA,NA
"2487","a0900043000135425",11,"CRC","Indian",5.7,82,31,17422,NA,NA,NA,NA,NA
"2488","a0900043000135561",11,"STJ","Indian",1.8,58,31,17422,1.8,59,31,17475,12
"2489","a0900043000135656",11,"CRC","Indian",14,112,31,17422,NA,NA,NA,NA,NA
"2490","a0982000406260033",11,"CRC","Indian",9.6,100,31,17422,NA,NA,NA,NA,NA
"2491","a0900043000135915",11,"STJ","Indian",1.7,60,31,17422,NA,NA,NA,NA,NA
"2492","a0900043000135719",11,"CRC","Indian",2.6,65,31,17422,NA,NA,NA,NA,NA
"2493","a0900043000135912",11,"CRC","Indian",5.8,84,31,17422,6.3,87,30,17475,12
"2494","a0900043000135667",11,"CRC","Indian",5.4,79,31,17422,5.1,82,30,17475,12
"2495","a0900067000125851",11,"BHC","Indian",8.1,95,31,17422,NA,NA,NA,NA,NA
"2496","a0982000407050509",11,"CRC","Indian",13.3,110,31,17422,13.2,113,26,17475,12
"2497","a0900067000125306",11,"BHC","Indian",5,84,31,17422,5.5,85,29,17475,12
"2498","a0900043000135638",11,"BHC","Indian",3.2,70,31,17422,NA,NA,NA,NA,NA
"2499","a0900043000135724",11,"BHC","Indian",4.3,76,31,17422,NA,NA,NA,NA,NA
"2500","a0900043000135576",11,"STJ","Indian",2.7,64,31,17422,NA,NA,NA,NA,NA
"2501","a0900067000125043",11,"BHC","Indian",13.1,106,32,17422,14.4,115,33,17475,12
"2502","a0900067000121978",11,"BHC","Indian",12.1,110,32,17422,12.9,115,37,17476,12
"2503","a0900067000125854",11,"CRC","Indian",8.3,90,33,17422,9.3,96,31,17475,12
"2504","a0900067000125215",11,"CRC","Indian",11.1,102,33,17422,NA,NA,NA,NA,NA
"2505","a0900067000125871",11,"CRC","Indian",6.7,87,33,17422,NA,NA,NA,NA,NA
"2506","a0900067000125013",11,"BHC","Indian",10.3,94,33,17422,NA,NA,NA,NA,NA
"2507","a0900067000121795",11,"CRC","Indian",10.5,102,33,17422,12.1,108,33,17475,12
"2508","a0982000407050739",11,"BHC","Indian",12.6,108,33,17422,13.6,112,20,17475,12
"2509","a0900043000135453",11,"CRC","Indian",7.5,90,33,17422,8.6,95,33,17475,12
"2510","a0900067000125327",11,"BHC","Indian",11.1,102,33,17422,NA,NA,NA,NA,NA
"2511","a0900043000135024",11,"BHC","Indian",5.2,80,33,17422,6.9,88,33,17475,12
"2512","a0900067000125353",11,"BHC","Indian",6.6,86,33,17422,NA,NA,NA,NA,NA
"2513","a0900043000135536",11,"STJ","Indian",8.8,102,33,17422,9.7,105,32,17475,12
"2514","a0900043000135823",11,"STJ","Indian",6.9,90,33,17422,7,95,35,17476,12
"2515","a0900043000135965",11,"CRC","Indian",2.3,64,33,17422,NA,NA,NA,NA,NA
"2516","a0982000407050052",11,"CRC","Indian",18.2,118,33,17422,NA,NA,NA,NA,NA
"2517","a0900067000080153",11,"CRC","Indian",34,152,34,17422,38,157,34,17475,12
"2518","a0900067000080128",11,"CRC","Indian",19.5,117,34,17422,20,123,32,17475,12
"2519","a0982000407050849",11,"BHC","Indian",30.5,147,34,17422,NA,NA,NA,NA,NA
"2520","a0900067000125913",11,"STJ","Indian",30.4,153,34,17422,NA,NA,NA,NA,NA
"2521","a0900067000085211",11,"CRC","Indian",18.7,119,34,17422,NA,NA,NA,NA,NA
"2522","a0900067000085436",11,"BHC","Indian",28.2,144,34,17422,NA,NA,NA,NA,NA
"2523","a0900067000125891",11,"STJ","Indian",17.9,129,34,17422,18.8,130,35,17476,12
"2524","a0900043000135716",11,"BHC","Indian",7,84,34,17422,NA,NA,NA,NA,NA
"2525","a0900043000135944",11,"CRC","Indian",11,97,34,17422,NA,NA,NA,NA,NA
"2526","a0900043000135588",11,"STJ","Indian",3.1,68,34,17422,3,72,29,17475,12
"2527","a0982000407050018",11,"STJ","Indian",7.4,97,35,17422,NA,NA,NA,NA,NA
"2528","a0900067000125474",11,"CRC","Indian",6.1,81,36,17422,NA,NA,NA,NA,NA
"2529","a0900067000125963",11,"CRC","Indian",8.2,92,36,17422,9.4,99,31,17475,12
"2530","a0900067000125829",11,"CRC","Indian",57.7,180,37,17422,65.3,190,37,17476,12
"2531","a0900067000125388",11,"STJ","Indian",20.2,139,37,17422,20.4,140,37,17476,12
"2532","a0900043000135645",12,"BHC","Indian",7.1,89,4,17475,NA,NA,NA,NA,NA
"2533","a0900043000125124",12,"CRC","Indian",6.1,83,5,17475,NA,NA,NA,NA,NA
"2534","a0982000403059736",12,"STJ","Indian",2.8,69,6,17475,2.9,70,7,17543,13
"2535","a0900043000135016",12,"BHC","Indian",9.6,100,6,17475,NA,NA,NA,NA,NA
"2536","a0900043000135773",12,"BHC","Indian",10.4,98,6,17475,9.6,100,7,17543,13
"2537","a0900043000135530",12,"BHC","Indian",3,68,6,17475,NA,NA,NA,NA,NA
"2538","a0900067000122089",12,"CRC","Indian",22.2,127,6,17475,NA,NA,NA,NA,NA
"2539","a0900043000125168",12,"STJ","Indian",2.6,69,8,17475,NA,NA,NA,NA,NA
"2540","a0900043000135572",12,"BHC","Indian",4.3,76,9,17475,NA,NA,NA,NA,NA
"2541","a0900043000135148",12,"BHC","Indian",10.9,110,9,17475,12,107,11,17543,13
"2542","a0900043000135693",12,"STJ","Indian",4,78,9,17475,3.9,78,8,17543,13
"2543","a0900043000125174",12,"BHC","Indian",2.6,61,9,17475,NA,NA,NA,NA,NA
"2544","a0900043000135776",12,"BHC","Indian",5.1,79,10,17475,NA,NA,NA,NA,NA
"2545","a0900043000125120",12,"STJ","Indian",2,62,11,17475,NA,NA,NA,NA,NA
"2546","a0900043000125161",12,"CRC","Indian",7.7,96,11,17475,8.7,96,11,17543,13
"2547","a0982000403059652",12,"BHC","Indian",4.4,76,11,17475,4.8,77,11,17543,13
"2548","a0900067000122156",12,"BHC","Indian",14.1,113,11,17475,NA,NA,NA,NA,NA
"2549","a0900043000135493",12,"CRC","Indian",15.7,118,11,17475,17.8,117,11,17543,13
"2550","a0900067000122173",12,"CRC","Indian",13.5,113,11,17475,NA,NA,NA,NA,NA
"2551","a0900043000135370",12,"CRC","Indian",10.8,107,11,17475,NA,NA,NA,NA,NA
"2552","a0900043000135230",12,"STJ","Indian",22.9,138,11,17475,NA,NA,NA,NA,NA
"2553","a0900043000135470",12,"BHC","Indian",16.1,122,11,17475,NA,NA,NA,NA,NA
"2554","a0900043000135618",12,"BHC","Indian",3.7,74,11,17475,NA,NA,NA,NA,NA
"2555","a0900043000135670",12,"BHC","Indian",3.8,75,12,17475,4.1,74,11,17543,13
"2556","a0982000407063224",12,"BHC","Indian",12.7,110,12,17475,NA,NA,NA,NA,NA
"2557","a0900043000135629",12,"CRC","Indian",6.6,88,12,17475,7.6,87,11,17543,13
"2558","a0982000403059702",12,"BHC","Indian",2.1,60,12,17475,NA,NA,NA,NA,NA
"2559","a0900043000125119",12,"BHC","Indian",5.3,80,12,17475,NA,NA,NA,NA,NA
"2560","a0900043000125176",12,"CRC","Indian",4.1,73,13,17473,NA,NA,NA,NA,NA
"2561","a0900043000135185",12,"CRC","Indian",4.4,77,13,17473,NA,NA,NA,NA,NA
"2562","a0900043000135696",12,"CRC","Indian",2.6,64,13,17473,NA,NA,NA,NA,NA
"2563","a0900043000135926",12,"BHC","Indian",2.8,66,13,17473,NA,NA,NA,NA,NA
"2564","a0900043000135525",12,"STJ","Indian",2.7,68,13,17473,2.9,68,14,17545,13
"2565","a0900043000125177",12,"BHC","Indian",4.2,78,14,17473,NA,NA,NA,NA,NA
"2566","a0982000407069660",12,"BHC","Indian",17.6,126,14,17473,NA,NA,NA,NA,NA
"2567","a0900043000135685",12,"CRC","Indian",9.7,98,14,17473,NA,NA,NA,NA,NA
"2568","a0900043000135671",12,"BHC","Indian",11.2,104,15,17473,NA,NA,NA,NA,NA
"2569","a0900043000135079",12,"CRC","Indian",10.7,104,15,17473,NA,NA,NA,NA,NA
"2570","a0900043000135028",12,"CRC","Indian",7.5,92,15,17473,NA,NA,NA,NA,NA
"2571","a0900043000135761",12,"CRC","Indian",9.7,100,15,17473,NA,NA,NA,NA,NA
"2572","a0900043000135406",12,"BHC","Indian",6.8,91,15,17473,NA,NA,NA,NA,NA
"2573","a0900043000135160",12,"BHC","Indian",12.1,107,15,17473,NA,NA,NA,NA,NA
"2574","a0900067000122082",12,"BHC","Indian",13.4,111,15,17473,NA,NA,NA,NA,NA
"2575","a0982000407050472",12,"BHC","Indian",16,121,15,17473,NA,NA,NA,NA,NA
"2576","a0900067000116705",12,"BHC","Indian",25.6,143,15,17473,NA,NA,NA,NA,NA
"2577","a0900043000135858",12,"CRC","Indian",7.4,87,16,17473,NA,NA,NA,NA,NA
"2578","a0900043000135136",12,"STJ","Indian",8.4,100,16,17473,NA,NA,NA,NA,NA
"2579","a0900043000125157",12,"CRC","Indian",2.7,65,16,17473,NA,NA,NA,NA,NA
"2580","a0900067000080713",12,"BHC","Indian",11,105,17,17473,NA,NA,NA,NA,NA
"2581","a0982000403060462",12,"BHC","Indian",15.9,122,17,17473,NA,NA,NA,NA,NA
"2582","a0900043000135494",12,"CRC","Indian",10.1,96,18,17473,NA,NA,NA,NA,NA
"2583","a0900043000125183",12,"STJ","Indian",9.1,102,18,17473,NA,NA,NA,NA,NA
"2584","a0900043000125138",12,"BHC","Indian",1.9,57,18,17473,NA,NA,NA,NA,NA
"2585","a0900043000125115",12,"CRC","Indian",2.3,65,18,17473,NA,NA,NA,NA,NA
"2586","a0900043000125172",12,"CRC","Indian",3.8,71,18,17473,NA,NA,NA,NA,NA
"2587","a0900043000125146",12,"BHC","Indian",1.3,53,18,17473,NA,NA,NA,NA,NA
"2588","a0900043000125142",12,"BHC","Indian",1.8,58,19,17473,NA,NA,NA,NA,NA
"2589","a0900067000122110",12,"CRC","Indian",22.5,130,19,17473,NA,NA,NA,NA,NA
"2590","a0900067000077439",12,"CRC","Indian",15.2,115,20,17475,NA,NA,NA,NA,NA
"2591","a0900067000080708",12,"CRC","Indian",27,135,20,17475,31.3,135,11,17543,13
"2592","a0900067000085133",12,"CRC","Indian",16.3,116,20,17475,16,117,19,17545,13
"2593","a0982000407050739",12,"BHC","Indian",13.6,112,20,17475,NA,NA,NA,NA,NA
"2594","a0900043000135289",12,"BHC","Indian",7.4,93,20,17475,NA,NA,NA,NA,NA
"2595","a0900043000135871",12,"BHC","Indian",4,77,20,17475,NA,NA,NA,NA,NA
"2596","a0900067000125381",12,"BHC","Indian",11.4,107,20,17475,NA,NA,NA,NA,NA
"2597","a0982000407063554",12,"CRC","Indian",11,105,20,17475,13,108,15,17545,13
"2598","a0982000407069748",12,"BHC","Indian",11.6,108,20,17475,12.7,105,22,17545,13
"2599","a0900043000135031",12,"BHC","Indian",4.8,82,20,17475,5.2,80,20,17545,13
"2600","a0900043000135687",12,"CRC","Indian",2.4,60,20,17475,NA,NA,NA,NA,NA
"2601","a0900043000125164",12,"CRC","Indian",8.1,94,20,17475,NA,NA,NA,NA,NA
"2602","a0900043000125131",12,"CRC","Indian",1.7,58,20,17475,NA,NA,NA,NA,NA
"2603","a0900067000125243",12,"BHC","Indian",15.6,117,20,17475,NA,NA,NA,NA,NA
"2604","a0900043000135907",12,"CRC","Indian",7.7,94,21,17475,NA,NA,NA,NA,NA
"2605","a0982000407063194",12,"CRC","Indian",10.4,100,21,17475,NA,NA,NA,NA,NA
"2606","a0900067000116708",12,"STJ","Indian",4.7,87,21,17475,NA,NA,NA,NA,NA
"2607","a0900043000135436",12,"STJ","Indian",2.5,70,21,17475,2.5,67,21,17545,13
"2608","a0900043000125089",12,"CRC","Indian",4.1,81,21,17475,NA,NA,NA,NA,NA
"2609","a0900043000125098",12,"CRC","Indian",2.7,68,21,17475,NA,NA,NA,NA,NA
"2610","a0900043000125103",12,"CRC","Indian",3.4,73,21,17475,NA,NA,NA,NA,NA
"2611","a0900043000135870",12,"CRC","Indian",7.7,94,21,17475,NA,NA,NA,NA,NA
"2612","a0900067000125206",12,"BHC","Indian",5.5,82,22,17475,NA,NA,NA,NA,NA
"2613","a0900043000135482",12,"CRC","Indian",12,107,22,17475,NA,NA,NA,NA,NA
"2614","a0982000407050157",12,"BHC","Indian",13.1,116,22,17475,13.4,115,22,17545,13
"2615","a0900043000135923",12,"BHC","Indian",10.6,105,22,17475,NA,NA,NA,NA,NA
"2616","a0900043000135634",12,"BHC","Indian",5.5,86,22,17475,NA,NA,NA,NA,NA
"2617","a0900043000125139",12,"STJ","Indian",2.2,65,22,17475,1.7,64,22,17545,13
"2618","a0982000407063582",12,"CRC","Indian",23,132,23,17475,NA,NA,NA,NA,NA
"2619","a0900067000125819",12,"CRC","Indian",18.4,120,23,17475,NA,NA,NA,NA,NA
"2620","a0900067000121971",12,"CRC","Indian",11.4,105,23,17475,NA,NA,NA,NA,NA
"2621","a0900043000125173",12,"CRC","Indian",11.3,105,23,17475,NA,NA,NA,NA,NA
"2622","a0900067000121967",12,"BHC","Indian",12.9,109,23,17475,NA,NA,NA,NA,NA
"2623","a0982000407063601",12,"CRC","Indian",12.8,108,24,17475,NA,NA,NA,NA,NA
"2624","a0900067000125234",12,"STJ","Indian",15.9,126,24,17475,NA,NA,NA,NA,NA
"2625","a0900043000135699",12,"CRC","Indian",10.1,100,24,17475,NA,NA,NA,NA,NA
"2626","a0900043000135194",12,"CRC","Indian",6.6,86,24,17475,7.1,84,22,17545,13
"2627","a0900043000135376",12,"CRC","Indian",8,92,24,17475,9.1,96,24,17545,13
"2628","a0900043000135172",12,"BHC","Indian",6.1,86,24,17475,NA,NA,NA,NA,NA
"2629","a0900043000135315",12,"CRC","Indian",7.1,90,24,17475,7.5,92,23,17545,13
"2630","a0900067000077400",12,"BHC","Indian",11.6,105,24,17475,12.6,107,23,17545,13
